researchExp,industryExp,toeflScore,internExp,greV,greQ,greA,univName,cgpa_4
0,0,85.0,0.0,142.0,162.0,3.0,University of Texas Dallas,3.433263157894737
0,0,109.0,0.0,155.0,162.0,4.0,University of Texas Dallas,3.28
0,36,103.0,0.0,145.0,164.0,3.0,University of Texas Dallas,2.44
0,0,112.0,0.0,152.0,166.0,4.0,University of Texas Dallas,3.6039999999999996
0,0,110.0,0.0,151.0,162.0,4.0,University of Texas Dallas,2.6105263157894742
0,0,87.0,0.0,145.0,154.0,3.5,University of Texas Dallas,3.3684210526315788
0,0,110.0,0.0,161.0,161.0,3.5,University of Texas Dallas,3.148
0,0,103.0,0.0,152.0,156.0,3.0,University of Texas Dallas,3.5520000000000005
0,0,108.0,0.0,161.0,161.0,3.5,University of Texas Dallas,3.412
6,0,114.0,0.0,150.0,160.0,4.0,University of Texas Dallas,2.9052631578947365
0,0,81.0,0.0,142.0,157.0,3.0,University of Texas Dallas,3.2
3,52,100.0,0.0,149.0,156.0,3.0,University of Texas Dallas,3.6439999999999997
0,0,98.0,0.0,150.0,158.0,3.5,University of Texas Dallas,3.642947368421053
0,0,106.0,0.0,153.0,165.0,4.0,University of Texas Dallas,3.296842105263158
0,0,97.0,0.0,146.0,162.0,3.5,University of Texas Dallas,2.947368421052632
0,0,105.0,0.0,154.0,154.0,3.5,University of Texas Dallas,2.6526315789473687
0,0,103.0,0.0,153.0,158.0,3.5,University of Texas Dallas,2.947368421052632
0,0,86.0,0.0,146.0,169.0,3.5,University of Texas Dallas,3.128
0,0,101.0,0.0,151.0,159.0,3.5,University of Texas Dallas,2.9052631578947365
0,45,103.0,6.0,152.0,161.0,3.0,University of Texas Dallas,3.0315789473684216
0,32,97.0,0.0,147.0,163.0,3.5,University of Texas Dallas,3.365052631578948
0,22,93.0,3.0,147.0,164.0,3.0,University of Texas Dallas,3.768
0,26,93.0,0.0,145.0,160.0,3.0,University of Texas Dallas,3.036
0,0,103.0,0.0,153.0,156.0,3.0,University of Texas Dallas,3.4560000000000004
0,0,104.0,0.0,149.0,164.0,3.0,University of Texas Dallas,3.28
0,0,110.0,0.0,157.0,163.0,3.0,University of Texas Dallas,2.736842105263158
0,0,101.0,0.0,146.0,168.0,3.5,University of Texas Dallas,2.736842105263158
0,0,108.0,0.0,155.0,163.0,3.5,University of Texas Dallas,3.3052631578947373
0,0,100.0,0.0,149.0,161.0,4.5,University of Texas Dallas,3.616
0,0,91.0,0.0,142.0,162.0,3.0,University of Texas Dallas,3.136842105263158
0,0,103.0,0.0,149.0,157.0,3.0,University of Texas Dallas,3.2
0,0,90.0,0.0,153.0,170.0,3.5,University of Texas Dallas,3.2421052631578946
0,0,106.0,0.0,153.0,156.0,4.5,University of Texas Dallas,3.256
0,33,90.0,2.0,155.0,163.0,3.0,University of Texas Dallas,3.4160000000000004
0,0,103.0,0.0,145.0,165.0,3.5,University of Texas Dallas,3.408
0,33,111.0,2.0,155.0,163.0,4.5,University of Texas Dallas,3.185684210526316
12,48,97.0,12.0,146.0,161.0,4.0,University of Texas Dallas,3.6039999999999996
0,0,92.0,0.0,149.0,161.0,2.5,University of Texas Dallas,3.4280000000000004
0,0,101.0,0.0,144.0,159.0,3.0,University of Texas Dallas,3.28
0,36,93.0,0.0,151.0,162.0,3.0,University of Texas Dallas,2.623157894736842
0,0,110.0,0.0,150.0,165.0,3.5,University of Texas Dallas,3.3520000000000003
24,0,110.0,0.0,151.0,158.0,3.0,University of Texas Dallas,2.7789473684210533
0,0,100.0,0.0,153.0,163.0,3.0,University of Texas Dallas,0.34400000000000003
0,0,102.0,0.0,152.0,159.0,4.0,University of Texas Dallas,2.3157894736842106
0,0,105.0,0.0,150.0,161.0,3.0,University of Texas Dallas,0.0
0,0,95.0,0.0,146.0,159.0,3.0,University of Texas Dallas,3.3200000000000003
0,0,99.0,0.0,150.0,159.0,2.5,University of Texas Dallas,2.5684210526315794
0,0,85.0,0.0,149.0,153.0,2.5,University of Texas Dallas,3.3160000000000003
0,58,104.0,0.0,150.0,163.0,3.5,University of Texas Dallas,3.268
0,0,115.0,0.0,163.0,167.0,4.5,University of Texas Dallas,2.9684210526315797
0,30,104.0,0.0,151.0,161.0,3.0,University of Texas Dallas,3.268
0,0,92.0,0.0,147.0,161.0,3.5,University of Texas Dallas,2.8800000000000003
0,42,112.0,0.0,159.0,168.0,4.5,University of Texas Dallas,2.8576842105263163
0,0,111.0,0.0,150.0,157.0,3.5,University of Texas Dallas,3.4000000000000004
0,0,109.0,0.0,151.0,160.0,4.0,University of Texas Dallas,3.4105263157894736
0,0,100.0,0.0,145.0,157.0,3.5,University of Texas Dallas,3.28
0,32,108.0,0.0,148.0,170.0,4.0,University of Texas Dallas,3.852
0,0,91.0,0.0,148.0,162.0,3.0,University of Texas Dallas,3.0315789473684216
0,60,104.0,0.0,162.0,159.0,3.0,University of Texas Dallas,3.1578947368421053
0,0,107.0,0.0,151.0,162.0,3.5,University of Texas Dallas,3.1157894736842113
0,0,90.0,0.0,141.0,160.0,3.0,University of Texas Dallas,3.3684210526315788
0,0,91.0,0.0,141.0,159.0,3.0,University of Texas Dallas,3.4200000000000004
0,0,100.0,0.0,144.0,159.0,3.0,University of Texas Dallas,0.3583157894736842
0,0,104.0,0.0,153.0,159.0,3.0,University of Texas Dallas,2.68
0,0,82.0,0.0,142.0,164.0,3.0,University of Texas Dallas,3.2
0,0,91.0,0.0,148.0,163.0,3.0,University of Texas Dallas,3.4610526315789487
0,0,98.0,0.0,144.0,160.0,3.5,University of Texas Dallas,3.1578947368421053
0,0,102.0,0.0,147.0,157.0,3.0,University of Texas Dallas,3.1719999999999997
0,20,96.0,0.0,149.0,158.0,4.0,University of Texas Dallas,2.7305263157894744
0,44,102.0,0.0,150.0,158.0,4.0,University of Texas Dallas,3.443368421052632
0,42,104.0,2.0,154.0,163.0,3.5,University of Texas Dallas,3.5216842105263164
0,0,83.0,0.0,142.0,158.0,3.0,University of Texas Dallas,2.7010526315789485
0,0,104.0,0.0,148.0,158.0,3.0,University of Texas Dallas,3.24
0,30,102.0,0.0,153.0,168.0,3.5,University of Texas Dallas,3.4273684210526323
0,0,101.0,0.0,152.0,161.0,3.0,University of Texas Dallas,2.9894736842105267
0,0,96.0,2.0,147.0,168.0,3.5,University of Texas Dallas,3.34
0,0,102.0,0.0,160.0,161.0,3.5,University of Texas Dallas,2.904
0,0,90.0,6.0,143.0,158.0,3.0,University of Texas Dallas,3.3560000000000003
0,0,82.0,0.0,145.0,162.0,3.0,University of Texas Dallas,3.3360000000000003
6,12,114.0,7.0,155.0,162.0,4.5,University of Texas Dallas,3.7840000000000007
0,30,112.0,0.0,156.0,165.0,4.5,University of Texas Dallas,2.9894736842105267
0,20,117.0,0.0,149.0,161.0,4.0,University of Texas Dallas,3.6520000000000006
0,0,97.0,0.0,146.0,163.0,3.0,University of Texas Dallas,3.0315789473684216
0,60,109.0,12.0,152.0,167.0,3.0,University of Texas Dallas,2.947368421052632
0,29,86.0,0.0,142.0,154.0,3.0,University of Texas Dallas,0.29473684210526313
0,0,99.0,0.0,145.0,153.0,3.0,University of Texas Dallas,2.947368421052632
0,13,108.0,0.0,150.0,156.0,4.0,University of Texas Dallas,3.4000000000000004
0,0,99.0,0.0,155.0,163.0,3.5,University of Texas Dallas,3.4960000000000004
0,75,106.0,9.0,150.0,160.0,4.5,University of Texas Dallas,3.4105263157894736
0,0,110.0,0.0,154.0,159.0,4.0,University of Texas Dallas,3.3360000000000003
0,0,100.0,0.0,154.0,156.0,3.0,University of Texas Dallas,3.1157894736842113
0,0,97.0,0.0,143.0,151.0,3.5,University of Texas Dallas,3.4000000000000004
0,0,104.0,0.0,154.0,164.0,4.0,University of Texas Dallas,3.2757894736842106
0,0,86.0,0.0,142.0,160.0,3.0,University of Texas Dallas,3.28421052631579
0,0,96.0,0.0,148.0,158.0,3.0,University of Texas Dallas,2.9642105263157896
0,0,93.0,0.0,145.0,152.0,3.5,University of Texas Dallas,3.4320000000000004
0,0,106.0,0.0,148.0,163.0,4.0,University of Texas Dallas,3.3684210526315788
0,0,101.0,0.0,150.0,157.0,3.5,University of Texas Dallas,3.2
0,16,103.0,5.0,149.0,161.0,3.0,University of Texas Dallas,3.4920000000000004
0,0,113.0,0.0,147.0,166.0,3.5,University of Texas Dallas,2.5263157894736845
0,0,101.0,0.0,152.0,160.0,3.5,University of Texas Dallas,3.1578947368421053
0,0,81.0,0.0,140.0,160.0,3.0,University of Texas Dallas,3.28
0,0,99.0,0.0,150.0,156.0,3.5,University of Texas Dallas,3.1578947368421053
0,0,104.0,0.0,145.0,162.0,3.5,University of Texas Dallas,3.073684210526316
0,0,98.0,0.0,143.0,158.0,3.0,University of Texas Dallas,2.9160000000000004
0,0,107.0,0.0,148.0,161.0,2.5,University of Texas Dallas,3.3480000000000003
0,0,109.0,0.0,157.0,154.0,3.5,University of Texas Dallas,3.14
0,0,99.0,0.0,148.0,156.0,3.5,University of Texas Dallas,2.8210526315789477
0,0,88.0,0.0,146.0,158.0,3.0,University of Texas Dallas,2.1052631578947367
0,2,108.0,3.0,156.0,163.0,4.0,University of Texas Dallas,3.3280000000000003
0,0,113.0,0.0,164.0,163.0,4.0,University of Texas Dallas,3.0239999999999996
0,0,115.0,0.0,150.0,162.0,4.0,University of Texas Dallas,3.3040000000000003
0,0,101.0,0.0,152.0,163.0,3.5,University of Texas Dallas,3.2421052631578946
0,41,107.0,0.0,152.0,158.0,3.0,University of Texas Dallas,3.696
0,0,106.0,0.0,161.0,164.0,4.0,University of Texas Dallas,3.264
0,36,105.0,1.0,152.0,154.0,3.5,University of Texas Dallas,3.0315789473684216
0,0,94.0,0.0,154.0,160.0,3.0,University of Texas Dallas,0.0
0,48,108.0,0.0,152.0,161.0,3.5,University of Texas Dallas,3.4520000000000004
0,0,100.0,0.0,146.0,163.0,3.5,University of Texas Dallas,3.1663157894736846
0,0,108.0,0.0,154.0,160.0,3.0,University of Texas Dallas,3.1452631578947363
0,0,109.0,6.0,153.0,158.0,4.0,University of Texas Dallas,2.837894736842107
0,0,100.0,0.0,156.0,164.0,4.0,University of Texas Dallas,0.0
0,54,110.0,9.0,149.0,157.0,3.0,University of Texas Dallas,3.78
0,0,105.0,0.0,151.0,153.0,4.0,University of Texas Dallas,2.736842105263158
0,0,115.0,0.0,150.0,156.0,4.0,University of Texas Dallas,2.5684210526315794
5,0,103.0,0.0,146.0,161.0,4.0,University of Texas Dallas,3.4920000000000004
0,0,91.0,0.0,150.0,158.0,3.5,University of Texas Dallas,2.8000000000000003
0,0,109.0,0.0,151.0,161.0,4.0,University of Texas Dallas,3.3840000000000003
0,0,100.0,0.0,140.0,161.0,3.5,University of Texas Dallas,3.431578947368421
0,0,99.0,0.0,153.0,157.0,3.0,University of Texas Dallas,3.073684210526316
0,48,99.0,0.0,149.0,162.0,3.5,University of Texas Dallas,0.3368421052631579
0,0,99.0,0.0,146.0,158.0,3.5,University of Texas Dallas,3.2143157894736847
0,0,96.0,0.0,145.0,160.0,3.5,University of Texas Dallas,2.736842105263158
0,0,108.0,0.0,150.0,160.0,4.5,University of Texas Dallas,2.9600000000000004
0,33,99.0,0.0,147.0,161.0,3.5,University of Texas Dallas,3.1919999999999997
0,0,102.0,0.0,150.0,160.0,3.5,University of Texas Dallas,3.1157894736842113
0,0,102.0,0.0,149.0,162.0,4.0,University of Texas Dallas,2.656
0,38,104.0,1.0,149.0,156.0,3.0,University of Texas Dallas,2.6947368421052635
0,0,99.0,1.0,143.0,162.0,3.0,University of Texas Dallas,3.6
0,0,113.0,0.0,153.0,163.0,4.0,University of Texas Dallas,3.3600000000000003
0,0,110.0,0.0,160.0,167.0,4.0,University of Texas Dallas,3.2239999999999998
0,27,89.0,0.0,145.0,167.0,2.5,University of Texas Dallas,3.2239999999999998
0,0,111.0,0.0,151.0,166.0,3.5,University of Texas Dallas,3.28
0,0,97.0,0.0,150.0,167.0,3.5,University of Texas Dallas,3.136
0,0,96.0,0.0,146.0,157.0,3.0,University of Texas Dallas,2.8000000000000003
0,0,105.0,0.0,150.0,157.0,3.5,University of Texas Dallas,3.3280000000000003
0,0,110.0,0.0,155.0,156.0,3.5,University of Texas Dallas,3.176
0,0,104.0,0.0,152.0,162.0,2.5,University of Texas Dallas,3.2673684210526317
0,0,91.0,0.0,144.0,164.0,3.0,University of Texas Dallas,3.408
0,24,113.0,0.0,162.0,162.0,3.5,University of Texas Dallas,3.3280000000000003
0,0,105.0,0.0,149.0,160.0,4.0,University of Texas Dallas,3.2
0,0,99.0,0.0,146.0,156.0,3.0,University of Texas Dallas,3.4526315789473685
0,0,92.0,0.0,150.0,151.0,3.0,University of Texas Dallas,2.772
0,0,108.0,0.0,154.0,166.0,4.5,University of Texas Dallas,3.068
0,0,94.0,0.0,144.0,160.0,3.0,University of Texas Dallas,3.124631578947368
0,0,104.0,0.0,150.0,158.0,3.0,University of Texas Dallas,3.2092
0,0,98.0,0.0,149.0,159.0,3.5,University of Texas Dallas,3.6039999999999996
0,0,101.0,0.0,150.0,161.0,3.5,University of Texas Dallas,3.3520000000000003
0,0,80.0,0.0,149.0,158.0,2.5,University of Texas Dallas,3.3684210526315788
0,0,88.0,0.0,141.0,159.0,3.0,University of Texas Dallas,3.5200000000000005
0,0,99.0,0.0,149.0,161.0,3.0,University of Texas Dallas,3.8080000000000003
4,38,98.0,4.0,152.0,158.0,3.0,University of Texas Dallas,2.728
0,0,90.0,0.0,143.0,158.0,3.5,University of Texas Dallas,3.0315789473684216
0,0,92.0,0.0,148.0,160.0,3.0,University of Texas Dallas,3.0315789473684216
0,0,87.0,0.0,144.0,162.0,3.0,University of Texas Dallas,3.1157894736842113
0,0,97.0,0.0,151.0,161.0,3.5,University of Texas Dallas,2.947368421052632
0,0,104.0,0.0,153.0,165.0,4.0,University of Texas Dallas,3.4320000000000004
0,0,111.0,0.0,149.0,155.0,4.0,University of Texas Dallas,2.6526315789473687
0,0,114.0,0.0,154.0,162.0,3.5,University of Texas Dallas,3.3240000000000003
0,0,104.0,0.0,148.0,167.0,3.5,University of Texas Dallas,0.0
0,83,101.0,0.0,149.0,163.0,3.0,University of Texas Dallas,3.738947368421053
0,31,108.0,0.0,149.0,159.0,3.0,University of Texas Dallas,3.4652631578947366
0,0,102.0,0.0,153.0,164.0,4.0,University of Texas Dallas,3.2421052631578946
0,25,101.0,0.0,149.0,158.0,4.0,University of Texas Dallas,2.736842105263158
0,0,101.0,0.0,151.0,166.0,3.5,University of Texas Dallas,3.621052631578948
12,0,111.0,6.0,155.0,168.0,3.5,University of Texas Dallas,3.5200000000000005
0,0,106.0,0.0,153.0,162.0,3.5,University of Texas Dallas,2.9052631578947365
0,0,112.0,0.0,152.0,157.0,3.5,University of Texas Dallas,3.7200000000000006
0,0,98.0,0.0,156.0,168.0,3.0,University of Texas Dallas,3.4105263157894736
0,66,107.0,3.0,158.0,161.0,3.5,University of Texas Dallas,3.0821052631578953
0,0,92.0,6.0,145.0,153.0,3.0,University of Texas Dallas,3.0315789473684216
0,0,113.0,0.0,152.0,158.0,4.0,University of Texas Dallas,3.3600000000000003
0,0,80.0,0.0,144.0,157.0,3.0,University of Texas Dallas,3.568
0,0,90.0,0.0,143.0,157.0,3.5,University of Texas Dallas,3.1351578947368424
34,0,106.0,4.0,160.0,163.0,3.0,University of Texas Dallas,3.6122105263157898
12,0,110.0,0.0,150.0,166.0,3.5,University of Texas Dallas,2.947368421052632
0,38,110.0,0.0,153.0,161.0,3.0,University of Texas Dallas,3.508631578947368
0,0,115.0,0.0,162.0,162.0,4.0,University of Texas Dallas,0.0
0,0,101.0,0.0,157.0,159.0,3.0,University of Texas Dallas,3.0829473684210527
0,0,106.0,0.0,151.0,163.0,3.0,University of Texas Dallas,3.3684210526315788
0,0,107.0,0.0,149.0,166.0,4.0,University of Texas Dallas,3.5
0,0,94.0,0.0,149.0,158.0,3.0,University of Texas Dallas,3.1768421052631584
0,0,96.0,0.0,145.0,154.0,3.0,University of Texas Dallas,3.112
0,0,102.0,0.0,153.0,158.0,3.0,University of Texas Dallas,2.8117894736842106
0,0,108.0,0.0,161.0,158.0,3.0,University of Texas Dallas,3.18
0,0,91.0,0.0,144.0,158.0,3.0,University of Texas Dallas,3.1486315789473687
0,0,91.0,0.0,145.0,162.0,3.0,University of Texas Dallas,2.616
0,0,110.0,5.0,153.0,163.0,3.5,University of Texas Dallas,3.5439999999999996
0,0,97.0,0.0,147.0,161.0,3.0,University of Texas Dallas,3.208
0,14,95.0,6.0,147.0,165.0,3.0,University of Texas Dallas,2.6
0,0,95.0,0.0,149.0,163.0,3.5,University of Texas Dallas,3.248
30,30,102.0,4.0,156.0,161.0,3.0,University of Texas Dallas,2.9894736842105267
0,36,114.0,0.0,149.0,157.0,4.0,University of Texas Dallas,3.5520000000000005
0,0,98.0,0.0,145.0,159.0,3.0,University of Texas Dallas,2.6947368421052635
0,0,118.0,0.0,155.0,157.0,5.0,University of Texas Dallas,0.0
0,59,108.0,12.0,157.0,168.0,3.0,University of Texas Dallas,3.3200000000000003
0,0,108.0,0.0,143.0,161.0,3.5,University of Texas Dallas,2.6526315789473687
0,0,99.0,0.0,140.0,163.0,3.0,University of Texas Dallas,3.4526315789473685
4,56,97.0,4.0,152.0,170.0,3.5,University of Texas Dallas,2.656
0,0,92.0,0.0,145.0,156.0,3.0,University of Texas Dallas,3.476631578947368
0,43,100.0,3.0,148.0,162.0,4.0,University of Texas Dallas,2.6947368421052635
0,0,95.0,0.0,145.0,155.0,3.5,University of Texas Dallas,2.8210526315789477
0,0,84.0,0.0,145.0,164.0,3.0,University of Texas Dallas,3.128
0,0,101.0,0.0,149.0,160.0,3.0,University of Texas Dallas,3.3263157894736843
0,6,87.0,2.0,139.0,158.0,3.0,University of Texas Dallas,3.3684210526315788
0,0,103.0,0.0,149.0,159.0,3.5,University of Texas Dallas,0.0
0,0,107.0,0.0,150.0,158.0,3.5,University of Texas Dallas,3.596
0,22,110.0,0.0,146.0,161.0,3.0,University of Texas Dallas,3.2
0,0,113.0,0.0,160.0,162.0,4.0,University of Texas Dallas,3.28421052631579
0,0,105.0,0.0,155.0,155.0,3.0,University of Texas Dallas,2.7452631578947364
0,0,103.0,0.0,141.0,163.0,4.0,University of Texas Dallas,3.0315789473684216
0,0,109.0,0.0,150.0,165.0,3.5,University of Texas Dallas,2.6526315789473687
0,25,101.0,0.0,151.0,157.0,4.0,University of Texas Dallas,3.1663157894736846
12,18,109.0,3.0,160.0,161.0,3.0,University of Texas Dallas,2.8298947368421046
0,0,106.0,0.0,153.0,163.0,3.0,University of Texas Dallas,2.900631578947369
0,0,90.0,0.0,153.0,170.0,3.5,University of Texas Dallas,3.2421052631578946
0,34,99.0,3.0,147.0,165.0,3.5,University of Texas Dallas,3.4200000000000004
0,0,113.0,0.0,158.0,161.0,3.5,University of Texas Dallas,2.9440000000000004
0,0,104.0,0.0,147.0,154.0,3.5,University of Texas Dallas,2.947368421052632
0,24,113.0,0.0,151.0,165.0,3.5,University of Texas Dallas,3.036
0,0,113.0,0.0,160.0,168.0,4.0,University of Texas Dallas,2.947368421052632
0,12,103.0,2.0,161.0,167.0,3.0,University of Texas Dallas,3.7520000000000007
0,0,95.0,0.0,146.0,158.0,4.0,University of Texas Dallas,2.764
0,0,102.0,0.0,150.0,160.0,3.0,University of Texas Dallas,3.280842105263158
0,0,119.0,0.0,155.0,168.0,4.0,University of Texas Dallas,3.516
0,20,100.0,0.0,148.0,160.0,3.0,University of Texas Dallas,3.3684210526315788
0,0,93.0,0.0,150.0,159.0,3.5,University of Texas Dallas,2.357894736842105
0,0,87.0,0.0,143.0,160.0,3.5,University of Texas Dallas,3.073684210526316
0,0,86.0,0.0,145.0,162.0,3.0,University of Texas Dallas,0.0
0,9,88.0,2.0,150.0,160.0,3.5,University of Texas Dallas,2.92
0,43,101.0,0.0,151.0,162.0,3.0,University of Texas Dallas,2.9920000000000004
0,0,85.0,0.0,137.0,161.0,3.5,University of Texas Dallas,3.24
0,54,106.0,0.0,146.0,160.0,3.5,University of Texas Dallas,3.28
0,0,109.0,0.0,147.0,161.0,3.5,University of Texas Dallas,3.38
0,0,95.0,0.0,149.0,164.0,3.5,University of Texas Dallas,3.4105263157894736
0,0,107.0,0.0,150.0,162.0,3.0,University of Texas Dallas,3.7
0,0,92.0,0.0,152.0,155.0,3.0,University of Texas Dallas,3.404
3,24,105.0,0.0,154.0,159.0,3.5,University of Texas Dallas,3.1157894736842113
0,0,85.0,0.0,140.0,158.0,3.0,University of Texas Dallas,3.0905263157894742
0,0,105.0,0.0,152.0,155.0,3.0,University of Texas Dallas,3.0905263157894742
0,0,95.0,0.0,145.0,158.0,3.0,University of Texas Dallas,2.863157894736842
0,17,113.0,0.0,154.0,159.0,3.5,University of Texas Dallas,3.3717894736842107
0,0,92.0,0.0,147.0,160.0,3.0,University of Texas Dallas,3.344
0,0,103.0,0.0,151.0,170.0,3.5,University of Texas Dallas,3.1747368421052635
0,0,101.0,0.0,145.0,160.0,3.5,University of Texas Dallas,3.3263157894736843
0,0,100.0,0.0,147.0,158.0,3.5,University of Texas Dallas,2.6105263157894742
0,0,106.0,0.0,146.0,160.0,2.5,University of Texas Dallas,2.736842105263158
0,0,96.0,0.0,144.0,159.0,3.0,University of Texas Dallas,3.2
0,0,96.0,0.0,145.0,167.0,3.0,University of Texas Dallas,2.6526315789473687
0,0,111.0,0.0,150.0,162.0,3.5,University of Texas Dallas,3.317052631578948
0,0,114.0,0.0,156.0,162.0,3.5,University of Texas Dallas,3.26
0,0,114.0,0.0,156.0,163.0,4.0,University of Texas Dallas,2.6745263157894743
0,0,85.0,0.0,138.0,156.0,3.0,University of Texas Dallas,3.4189473684210534
0,0,108.0,0.0,154.0,162.0,4.5,University of Texas Dallas,3.0315789473684216
0,0,102.0,0.0,151.0,167.0,3.5,University of Texas Dallas,3.1284210526315785
0,0,96.0,0.0,147.0,159.0,3.0,University of Texas Dallas,3.1536842105263165
0,0,103.0,0.0,151.0,156.0,3.0,University of Texas Dallas,2.5309473684210535
0,24,113.0,0.0,147.0,161.0,3.5,University of Texas Dallas,3.7239999999999998
0,0,104.0,0.0,153.0,168.0,3.0,University of Texas Dallas,2.8800000000000003
0,0,97.0,0.0,151.0,156.0,3.0,University of Texas Dallas,3.263157894736842
0,0,102.0,0.0,150.0,162.0,4.0,University of Texas Dallas,3.18
0,18,103.0,0.0,153.0,157.0,3.5,University of Texas Dallas,3.2880000000000003
0,0,102.0,0.0,164.0,150.0,3.0,University of Texas Dallas,2.4955789473684216
0,0,108.0,0.0,152.0,168.0,3.0,University of Texas Dallas,3.28421052631579
0,0,100.0,0.0,144.0,159.0,3.5,University of Texas Dallas,2.922105263157895
0,40,100.0,0.0,149.0,164.0,3.5,University of Texas Dallas,3.44
0,0,95.0,0.0,145.0,165.0,3.0,University of Texas Dallas,2.9684210526315797
0,0,100.0,0.0,148.0,163.0,3.0,University of Texas Dallas,3.136
0,0,97.0,0.0,146.0,158.0,3.0,University of Texas Dallas,2.863157894736842
0,0,108.0,0.0,149.0,159.0,3.0,University of Texas Dallas,3.256
0,0,100.0,0.0,147.0,159.0,3.5,University of Texas Dallas,2.8560000000000003
0,0,105.0,0.0,153.0,165.0,3.0,University of Texas Dallas,3.268
0,6,108.0,6.0,153.0,161.0,3.5,University of Texas Dallas,2.9894736842105267
0,0,97.0,0.0,152.0,161.0,3.5,University of Texas Dallas,2.6947368421052635
0,0,95.0,0.0,150.0,157.0,3.0,University of Texas Dallas,3.34
0,0,99.0,0.0,150.0,151.0,4.0,University of Texas Dallas,2.6526315789473687
0,0,108.0,0.0,149.0,159.0,3.0,University of Texas Dallas,2.76
0,33,102.0,6.0,150.0,158.0,3.5,University of Texas Dallas,3.68
0,0,109.0,0.0,152.0,162.0,4.5,University of Texas Dallas,2.4421052631578952
0,0,80.0,0.0,141.0,158.0,2.5,University of Texas Dallas,3.0280000000000005
0,0,116.0,0.0,153.0,160.0,4.0,University of Texas Dallas,3.1157894736842113
24,0,97.0,12.0,149.0,163.0,3.5,University of Texas Dallas,2.9894736842105267
0,0,100.0,0.0,152.0,156.0,3.0,University of Texas Dallas,0.0
0,0,103.0,0.0,152.0,155.0,3.0,University of Texas Dallas,2.9482105263157896
0,0,102.0,0.0,143.0,157.0,3.5,University of Texas Dallas,3.4960000000000004
0,0,100.0,0.0,144.0,155.0,3.5,University of Texas Dallas,0.0
0,30,93.0,0.0,148.0,163.0,3.5,University of Texas Dallas,3.3280000000000003
0,0,97.0,0.0,149.0,160.0,3.5,University of Texas Dallas,2.84
0,0,101.0,0.0,145.0,158.0,3.0,University of Texas Dallas,3.636
0,0,96.0,0.0,143.0,164.0,3.0,University of Texas Dallas,3.1157894736842113
0,0,104.0,0.0,153.0,156.0,3.0,University of Texas Dallas,3.0829473684210527
0,0,107.0,0.0,151.0,162.0,3.5,University of Texas Dallas,2.863157894736842
0,0,115.0,0.0,154.0,157.0,4.5,University of Texas Dallas,3.3684210526315788
0,0,101.0,0.0,147.0,159.0,3.5,University of Texas Dallas,3.096
0,0,90.0,0.0,146.0,158.0,3.5,University of Texas Dallas,3.1719999999999997
0,0,102.0,0.0,155.0,159.0,3.5,University of Texas Dallas,3.45
2,19,99.0,0.0,152.0,156.0,3.0,University of Texas Dallas,3.3600000000000003
0,0,110.0,0.0,159.0,160.0,4.5,University of Texas Dallas,3.621052631578948
0,0,91.0,0.0,143.0,163.0,3.0,University of Texas Dallas,2.9000000000000004
0,0,93.0,0.0,144.0,159.0,3.0,University of Texas Dallas,2.6526315789473687
0,0,103.0,0.0,156.0,159.0,3.0,University of Texas Dallas,3.85
0,0,106.0,0.0,162.0,168.0,3.5,University of Texas Dallas,3.3000000000000003
0,0,100.0,0.0,152.0,170.0,3.0,University of Texas Dallas,3.5237894736842104
0,0,105.0,0.0,155.0,150.0,3.5,University of Texas Dallas,2.6105263157894742
0,0,115.0,0.0,157.0,162.0,5.0,University of Texas Dallas,3.0
0,0,112.0,0.0,160.0,163.0,4.5,University of Texas Dallas,3.4021052631578947
0,0,113.0,0.0,150.0,163.0,3.5,University of Texas Dallas,3.2
0,0,95.0,0.0,153.0,166.0,3.5,University of Texas Dallas,2.6
0,36,104.0,0.0,139.0,162.0,3.0,University of Texas Dallas,3.1578947368421053
0,0,108.0,0.0,155.0,158.0,3.5,University of Texas Dallas,2.9052631578947365
0,0,114.0,0.0,149.0,165.0,4.0,University of Texas Dallas,3.0315789473684216
0,0,93.0,0.0,150.0,157.0,4.5,University of Texas Dallas,2.5263157894736845
0,0,94.0,0.0,151.0,156.0,3.5,University of Texas Dallas,2.6105263157894742
0,0,94.0,0.0,143.0,158.0,3.0,University of Texas Dallas,3.0526315789473686
0,0,91.0,0.0,146.0,159.0,3.0,University of Texas Dallas,2.6526315789473687
0,0,104.0,0.0,146.0,156.0,3.0,University of Texas Dallas,3.431578947368421
0,0,88.0,0.0,146.0,156.0,3.0,University of Texas Dallas,3.3835789473684215
0,26,90.0,2.0,149.0,167.0,2.5,University of Texas Dallas,2.9440000000000004
0,0,101.0,0.0,149.0,159.0,4.0,University of Texas Dallas,2.1894736842105265
0,0,101.0,0.0,150.0,156.0,4.0,University of Texas Dallas,2.6947368421052635
0,0,104.0,0.0,144.0,162.0,3.5,University of Texas Dallas,2.728
0,33,97.0,0.0,147.0,159.0,3.0,University of Texas Dallas,0.0
0,42,98.0,0.0,152.0,166.0,3.5,University of Texas Dallas,2.712421052631579
0,0,96.0,0.0,143.0,167.0,3.0,University of Texas Dallas,3.28421052631579
0,0,104.0,0.0,148.0,166.0,4.0,University of Texas Dallas,3.4920000000000004
0,24,104.0,6.0,145.0,160.0,3.5,University of Texas Dallas,3.136842105263158
